job_id,date_posted,knowledge,confidence_score,confidence_tier,source,job_date,job_year,job_month
in-b418b4139ba55785,,Agile methodology,0.75,Medium High,GPT,2025-09-29,2025,2025-09
in-fa78458f9443eaa7,,database applications,0.831,High,BERT+GPT,2025-12-01,2025,2025-12
in-fa78458f9443eaa7,,web-based systems,0.823,High,BERT+GPT,2025-12-01,2025,2025-12
in-752b949d027be167,,online booking,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-752b949d027be167,,scheduling,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-752b949d027be167,,client marketing,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-752b949d027be167,,staff management,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-752b949d027be167,,point of sale,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-752b949d027be167,,payments,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-752b949d027be167,,inventory,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-752b949d027be167,,analytics,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-4256252b53fa4d02,,data analysis and visualization best practices,0.829,High,BERT+GPT,2025-12-02,2025,2025-12
in-05083d32f3b2c12f,,aviation industry,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-554dc0d2bef78a4c,,high-frequency trading (HFT) systems,0.827,High,BERT+GPT,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,algorithmic trading strategies,0.83,High,BERT+GPT,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,traditional finance,0.75,Medium High,GPT,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,market structures,0.829,High,BERT+GPT,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,derivatives,0.826,High,BERT+GPT,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,risk management,0.826,High,BERT+GPT,2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,high,0.532,Medium Low,BERT (standalone),2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,traditional,0.532,Medium Low,BERT (standalone),2025-10-27,2025,2025-10
in-554dc0d2bef78a4c,,finance,0.532,Medium Low,BERT (standalone),2025-10-27,2025,2025-10
in-f9819a980c1976e8,,PHP,0.75,Medium High,GPT,2025-11-08,2025,2025-11
in-f9819a980c1976e8,,Python,0.75,Medium High,GPT,2025-11-08,2025,2025-11
in-d7f955d1258c78ff,,Transport,0.831,High,BERT+GPT,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,Ring Road,0.831,High,BERT+GPT,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,State Government,0.831,High,BERT+GPT,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,Civil Engineering,0.831,High,BERT+GPT,2025-10-20,2025,2025-10
in-d7f955d1258c78ff,,Transport Planning,0.831,High,BERT+GPT,2025-10-20,2025,2025-10
in-21d24d42a7df10cd,,LEGO games franchise,0.75,Medium High,GPT,2025-11-03,2025,2025-11
in-21d24d42a7df10cd,,Warner Bros.,0.75,Medium High,GPT,2025-11-03,2025,2025-11
in-208b2e5025df647a,,machine learning,0.831,High,BERT+GPT,2025-11-26,2025,2025-11
in-208b2e5025df647a,,real-time large-scale systems,0.75,Medium High,GPT,2025-11-26,2025,2025-11
in-04b0497aa91e1731,,AI,0.83,High,BERT+GPT,2025-11-24,2025,2025-11
in-04b0497aa91e1731,,quantum information science,0.75,Medium High,GPT,2025-11-24,2025,2025-11
in-04b0497aa91e1731,,theoretical physics,0.75,Medium High,GPT,2025-11-24,2025,2025-11
in-04b0497aa91e1731,,mathematical foundations,0.75,Medium High,GPT,2025-11-24,2025,2025-11
in-04b0497aa91e1731,,physical foundations,0.75,Medium High,GPT,2025-11-24,2025,2025-11
in-04b0497aa91e1731,,AI and theoretical physics;,0.532,Medium Low,BERT (standalone),2025-11-24,2025,2025-11
in-c8b5d048476a93d0,,wellbeing insights platform,0.75,Medium High,GPT,2025-10-15,2025,2025-10
in-6c05d56a44786edb,,secure communications,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-6c05d56a44786edb,,private communications,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-90b42c07ae279875,,engineering analysis,0.827,High,BERT+GPT,2025-12-01,2025,2025-12
in-90b42c07ae279875,,construction inspection,0.828,High,BERT+GPT,2025-12-01,2025,2025-12
in-90b42c07ae279875,,material testing,0.826,High,BERT+GPT,2025-12-01,2025,2025-12
in-90b42c07ae279875,,contract administration,0.831,High,BERT+GPT,2025-12-01,2025,2025-12
in-90b42c07ae279875,,construction engineering,0.828,High,BERT+GPT,2025-12-01,2025,2025-12
in-49c600e867b28fcc,,financial instruments,0.829,High,BERT+GPT,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,private equity investments,0.831,High,BERT+GPT,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,credit modelling,0.831,High,BERT+GPT,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,analytics,0.75,Medium High,GPT,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,automation,0.75,Medium High,GPT,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,innovation,0.75,Medium High,GPT,2025-11-09,2025,2025-11
in-49c600e867b28fcc,,corporate treasury,0.75,Medium High,GPT,2025-11-09,2025,2025-11
in-195c25519bd7260c,,SQL,0.825,High,BERT+GPT,2025-10-24,2025,2025-10
in-195c25519bd7260c,,PowerBI,0.827,High,BERT+GPT,2025-10-24,2025,2025-10
in-195c25519bd7260c,,Python,0.825,High,BERT+GPT,2025-10-24,2025,2025-10
in-195c25519bd7260c,,AWS tools,0.829,High,BERT+GPT,2025-10-24,2025,2025-10
in-195c25519bd7260c,,Enterprise Data Platform,0.83,High,BERT+GPT,2025-10-24,2025,2025-10
in-acb2a7db662d2b2b,,version control,0.75,Medium High,GPT,2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,testing,0.75,Medium High,GPT,2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,CI/CD,0.75,Medium High,GPT,2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,software engineering,0.532,Medium Low,BERT (standalone),2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,"testing,",0.532,Medium Low,BERT (standalone),2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,CI,0.532,Medium Low,BERT (standalone),2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,/,0.532,Medium Low,BERT (standalone),2025-10-23,2025,2025-10
in-acb2a7db662d2b2b,,CD).,0.532,Medium Low,BERT (standalone),2025-10-23,2025,2025-10
in-fa78458f9443eaa7,,DTS Helpdesk system,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-b512302fe3907f2d,,office sector,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-b512302fe3907f2d,,industrial sector,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-b512302fe3907f2d,,retail sector,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-b512302fe3907f2d,,hotel sector,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-b512302fe3907f2d,,specialised property types,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-4e852e4285a16380,,software development,0.831,High,BERT+GPT,2025-11-18,2025,2025-11
in-f0b48fead02e6e98,,architectural drawings,0.75,Medium High,GPT,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,acoustic products,0.75,Medium High,GPT,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,panels,0.75,Medium High,GPT,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,baffles,0.826,High,BERT+GPT,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,clouds,0.825,High,BERT+GPT,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,estimating software,0.75,Medium High,GPT,2025-11-15,2025,2025-11
in-f0b48fead02e6e98,,Excel,0.831,High,BERT+GPT,2025-11-15,2025,2025-11
in-42b55a983bf16945,,Ignition,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-42b55a983bf16945,,FactoryTalkView,0.829,High,BERT+GPT,2025-11-25,2025,2025-11
in-42b55a983bf16945,,IT/Networking,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-42b55a983bf16945,,database application,0.831,High,BERT+GPT,2025-11-25,2025,2025-11
in-42b55a983bf16945,,BHS system operations,0.83,High,BERT+GPT,2025-11-25,2025,2025-11
in-42b55a983bf16945,,IT,0.532,Medium Low,BERT (standalone),2025-11-25,2025,2025-11
in-42b55a983bf16945,,/,0.532,Medium Low,BERT (standalone),2025-11-25,2025,2025-11
in-42b55a983bf16945,,Networking,0.532,Medium Low,BERT (standalone),2025-11-25,2025,2025-11
in-086a9933cd2b22d2,,artwork,0.75,Medium High,GPT,2025-11-17,2025,2025-11
in-086a9933cd2b22d2,,hand-drawn techniques,0.75,Medium High,GPT,2025-11-17,2025,2025-11
in-086a9933cd2b22d2,,digital techniques,0.75,Medium High,GPT,2025-11-17,2025,2025-11
in-b6d25c92fe133ceb,,MuleSoft,0.829,High,BERT+GPT,2025-11-20,2025,2025-11
in-b6d25c92fe133ceb,,Boomi,0.826,High,BERT+GPT,2025-11-20,2025,2025-11
in-b6d25c92fe133ceb,,Workato,0.83,High,BERT+GPT,2025-11-20,2025,2025-11
in-b6d25c92fe133ceb,,IBM Sterling,0.829,High,BERT+GPT,2025-11-20,2025,2025-11
in-b6d25c92fe133ceb,,messaging systems,0.831,High,BERT+GPT,2025-11-20,2025,2025-11
in-b6d25c92fe133ceb,,AI-assisted engineering,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-b6d25c92fe133ceb,,AI,0.532,Medium Low,BERT (standalone),2025-11-20,2025,2025-11
in-b6d25c92fe133ceb,,-assisted engineering,0.532,Medium Low,BERT (standalone),2025-11-20,2025,2025-11
in-042b565c84045356,,ticketing system,0.826,High,BERT+GPT,2025-11-11,2025,2025-11
in-042b565c84045356,,NZ Driver's License,0.75,Medium High,GPT,2025-11-11,2025,2025-11
in-042b565c84045356,,NZ,0.532,Medium Low,BERT (standalone),2025-11-11,2025,2025-11
in-042b565c84045356,,Driver's License,0.532,Medium Low,BERT (standalone),2025-11-11,2025,2025-11
in-290c255a99e5d600,,management reporting,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-290c255a99e5d600,,CAPEX investments,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-290c255a99e5d600,,commercial policy,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-290c255a99e5d600,,finance,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-36736ae33c38a4df,,Drivers Licence,0.75,Medium High,GPT,2025-09-15,2025,2025-09
in-fac0a95b0783fd9d,,STEM careers,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-fac0a95b0783fd9d,,uncertainty and risk,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-fac0a95b0783fd9d,,ethical AI,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-fac0a95b0783fd9d,,sustainable AI,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-07a9c2a299829676,,Microsoft Copilot Studio,0.75,Medium High,GPT,2025-11-18,2025,2025-11
in-07a9c2a299829676,,Power Automate,0.831,High,BERT+GPT,2025-11-18,2025,2025-11
in-07a9c2a299829676,,APIs,0.75,Medium High,GPT,2025-11-18,2025,2025-11
in-07a9c2a299829676,,databases,0.75,Medium High,GPT,2025-11-18,2025,2025-11
in-07a9c2a299829676,,generative AI,0.75,Medium High,GPT,2025-11-18,2025,2025-11
in-07a9c2a299829676,,SharePoint,0.75,Medium High,GPT,2025-11-18,2025,2025-11
in-07a9c2a299829676,,internal websites,0.75,Medium High,GPT,2025-11-18,2025,2025-11
in-07a9c2a299829676,,Microsoft,0.532,Medium Low,BERT (standalone),2025-11-18,2025,2025-11
in-07a9c2a299829676,,Copilot,0.532,Medium Low,BERT (standalone),2025-11-18,2025,2025-11
in-07a9c2a299829676,,Studio,0.532,Medium Low,BERT (standalone),2025-11-18,2025,2025-11
in-e07c53dcbcbf3274,,data science,0.75,Medium High,GPT,2025-07-14,2025,2025-07
in-e07c53dcbcbf3274,,optimisation,0.75,Medium High,GPT,2025-07-14,2025,2025-07
in-e07c53dcbcbf3274,,artificial intelligence,0.75,Medium High,GPT,2025-07-14,2025,2025-07
in-b4356c6ed1117311,,technology platform,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-b4356c6ed1117311,,data,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-b4356c6ed1117311,,machine learning,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-5a81c5ecd1c8765b,,digital marketing,0.75,Medium High,GPT,2025-10-30,2025,2025-10
in-5a81c5ecd1c8765b,,consumer behaviour,0.75,Medium High,GPT,2025-10-30,2025,2025-10
in-3c9053efee28bcf7,,Data Science,0.75,Medium High,GPT,2025-10-30,2025,2025-10
in-3c9053efee28bcf7,,AI,0.75,Medium High,GPT,2025-10-30,2025,2025-10
in-3c9053efee28bcf7,,data analytics,0.75,Medium High,GPT,2025-10-30,2025,2025-10
in-3c9053efee28bcf7,,data engineering,0.75,Medium High,GPT,2025-10-30,2025,2025-10
in-3c9053efee28bcf7,,data visualization,0.75,Medium High,GPT,2025-10-30,2025,2025-10
in-8543415ad2ef374e,,touch sensing technologies,0.829,High,BERT+GPT,2025-11-08,2025,2025-11
in-8543415ad2ef374e,,hardware validation processes,0.83,High,BERT+GPT,2025-11-08,2025,2025-11
in-9952e2c2c0e072ea,,SAP technologies,0.831,High,BERT+GPT,2025-11-29,2025,2025-11
in-9952e2c2c0e072ea,,SAP,0.831,High,BERT+GPT,2025-11-29,2025,2025-11
in-9952e2c2c0e072ea,,Technology Consulting,0.83,High,BERT+GPT,2025-11-29,2025,2025-11
in-9952e2c2c0e072ea,,Presales,0.831,High,BERT+GPT,2025-11-29,2025,2025-11
in-040fa566371acf2f,,technology,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-040fa566371acf2f,,data,0.75,Medium High,GPT,2025-11-25,2025,2025-11
in-065469823b71882f,,SAP SuccessFactors,0.75,Medium High,GPT,2025-11-05,2025,2025-11
in-9bf4d6d9ee1e4a14,,administrative processes,0.831,High,BERT+GPT,2025-11-26,2025,2025-11
in-9bf4d6d9ee1e4a14,,activity reporting,0.831,High,BERT+GPT,2025-11-26,2025,2025-11
in-9bf4d6d9ee1e4a14,,sourcing processes,0.75,Medium High,GPT,2025-11-26,2025,2025-11
in-c20d12035abeb595,,National High Secure Deaf Service,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-c20d12035abeb595,,Nottingham Centre for Transgender Health,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-e5a40a553d833e46,,AI Business Process,0.83,High,BERT+GPT,2025-11-18,2025,2025-11
in-e5a40a553d833e46,,Dynamics 365,0.831,High,BERT+GPT,2025-11-18,2025,2025-11
in-e5a40a553d833e46,,Power Platform,0.831,High,BERT+GPT,2025-11-18,2025,2025-11
in-94c8e798911e3470,,MuleSoft Anypoint Platform,0.75,Medium High,GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,Anypoint Studio,0.829,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,API Manager,0.828,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,Runtime Manager,0.825,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,RAML,0.831,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,OpenAPI,0.829,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,DataWeave,0.831,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,MUnit testing framework,0.829,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,RESTful APIs,0.829,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,JSON,0.826,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,XML,0.825,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,JMS,0.828,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,message queues,0.826,High,BERT+GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,Jenkins,0.75,Medium High,GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,GitLab CI,0.75,Medium High,GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,Git,0.75,Medium High,GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,OAuth 2.0,0.75,Medium High,GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,JWT,0.75,Medium High,GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,TLS,0.75,Medium High,GPT,2025-08-05,2025,2025-08
in-94c8e798911e3470,,Bachelor’s degree,0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-94c8e798911e3470,,"computer science,",0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-94c8e798911e3470,,"Engineering,",0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-94c8e798911e3470,,software development,0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-94c8e798911e3470,,MuleSoft development.,0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-94c8e798911e3470,,MuleSoft,0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-94c8e798911e3470,,"Anypoint Platform,",0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-94c8e798911e3470,,/,0.532,Medium Low,BERT (standalone),2025-08-05,2025,2025-08
in-cd884a98466c5d51,,NSW Child Safe Standards,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-cd884a98466c5d51,,National Catholic Safeguarding Standards,0.75,Medium High,GPT,2025-11-21,2025,2025-11
in-b7f6c244f45d842b,,CalWORKs,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-b7f6c244f45d842b,,TANF,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-4d39d1108694485c,,message brokers,0.83,High,BERT+GPT,2025-11-04,2025,2025-11
in-4d39d1108694485c,,Kafka,0.828,High,BERT+GPT,2025-11-04,2025,2025-11
in-4d39d1108694485c,,RabbitMQ,0.823,High,BERT+GPT,2025-11-04,2025,2025-11
in-75321c71d3b48fdc,,Java technologies,0.827,High,BERT+GPT,2025-11-29,2025,2025-11
in-75321c71d3b48fdc,,backend development,0.829,High,BERT+GPT,2025-11-29,2025,2025-11
in-fe47a8774f6fee8b,,Android,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-fe47a8774f6fee8b,,mobile applications,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-fe47a8774f6fee8b,,drone inspection tools,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-fe47a8774f6fee8b,,solar energy industry,0.75,Medium High,GPT,2025-11-20,2025,2025-11
in-688c9596567360d1,,React,0.75,Medium High,GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,TypeScript,0.822,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,Node.js,0.75,Medium High,GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,Python,0.825,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,Go,0.75,Medium High,GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,vault logic,0.829,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,API endpoints,0.829,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,lending,0.831,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,AMM protocols,0.828,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,predictive analytics,0.828,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,risk signal models,0.83,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,recommender systems,0.831,High,BERT+GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,smart contract interactions,0.75,Medium High,GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,chain interoperability,0.75,Medium High,GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,DevOps,0.75,Medium High,GPT,2025-09-10,2025,2025-09
in-688c9596567360d1,,"AI integration,",0.532,Medium Low,BERT (standalone),2025-09-10,2025,2025-09
in-688c9596567360d1,,"predictive risk models,",0.532,Medium Low,BERT (standalone),2025-09-10,2025,2025-09
in-688c9596567360d1,,smart automation,0.532,Medium Low,BERT (standalone),2025-09-10,2025,2025-09
in-688c9596567360d1,,back,0.532,Medium Low,BERT (standalone),2025-09-10,2025,2025-09
in-688c9596567360d1,,-end,0.532,Medium Low,BERT (standalone),2025-09-10,2025,2025-09
in-688c9596567360d1,,"Go),",0.532,Medium Low,BERT (standalone),2025-09-10,2025,2025-09
in-df4c58ba7dee56c3,,Python,0.831,High,BERT+GPT,2025-11-12,2025,2025-11
in-df4c58ba7dee56c3,,Django,0.827,High,BERT+GPT,2025-11-12,2025,2025-11
in-df4c58ba7dee56c3,,Flask,0.831,High,BERT+GPT,2025-11-12,2025,2025-11
in-df4c58ba7dee56c3,,FastAPI,0.819,High,BERT+GPT,2025-11-12,2025,2025-11
in-80759602520c230d,,drawing and document templates,0.827,High,BERT+GPT,2025-09-17,2025,2025-09
in-80759602520c230d,,regulatory requirements,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-80759602520c230d,,customer specifications,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-80759602520c230d,,engineering and design practices,0.75,Medium High,GPT,2025-09-17,2025,2025-09
in-994763d7530e88b1,,port projects,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-5dc0137fea6a865d,,technology,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-5dc0137fea6a865d,,innovation,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-5dc0137fea6a865d,,aerospace,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-5dc0137fea6a865d,,smart city,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-5dc0137fea6a865d,,defence,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-5dc0137fea6a865d,,public security,0.75,Medium High,GPT,2025-11-27,2025,2025-11
in-9a4ed3eee44b552b,,update,0.83,High,BERT+GPT,2025-11-27,2025,2025-11
in-9a4ed3eee44b552b,,change assistant,0.83,High,BERT+GPT,2025-11-27,2025,2025-11
in-9a4ed3eee44b552b,,PeopleSoft maintenance,0.83,High,BERT+GPT,2025-11-27,2025,2025-11
in-9a4ed3eee44b552b,,application / Tools upgrades,0.831,High,BERT+GPT,2025-11-27,2025,2025-11
in-9a4ed3eee44b552b,,PUM,0.827,High,BERT+GPT,2025-11-27,2025,2025-11
in-1bb577efa30c9a9d,,networking,0.75,Medium High,GPT,2025-11-22,2025,2025-11
in-1bb577efa30c9a9d,,WiFi,0.83,High,BERT+GPT,2025-11-22,2025,2025-11
in-1bb577efa30c9a9d,,hardware,0.75,Medium High,GPT,2025-11-22,2025,2025-11
in-68071ee351033ae8,,flip-chip,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-68071ee351033ae8,,BGA,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-68071ee351033ae8,,ASICs,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-68071ee351033ae8,,SerDes,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-68071ee351033ae8,,power delivery,0.75,Medium High,GPT,2025-12-01,2025,2025-12
in-68071ee351033ae8,,flip,0.532,Medium Low,BERT (standalone),2025-12-01,2025,2025-12
in-68071ee351033ae8,,-chip,0.532,Medium Low,BERT (standalone),2025-12-01,2025,2025-12
in-68071ee351033ae8,,-BGA,0.532,Medium Low,BERT (standalone),2025-12-01,2025,2025-12
in-cc29618e4e7fdc66,,Xsolla Privacy Notice,0.75,Medium High,GPT,2025-11-26,2025,2025-11
in-c3d2f61b501acb8c,,Orbis Order Comms,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-c3d2f61b501acb8c,,IPM,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-c3d2f61b501acb8c,,Orbis ED systems,0.75,Medium High,GPT,2025-11-28,2025,2025-11
in-fafd0a966425224e,,Neurosurgery,0.829,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Orthopaedics,0.829,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Plastics,0.827,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Vascular,0.827,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Thoracics,0.829,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Orology,0.828,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,ENT,0.828,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Paediatrics,0.829,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,General Surgery,0.828,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,HPB,0.827,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Endoscopy,0.831,High,BERT+GPT,2025-11-26,2025,2025-11
in-fafd0a966425224e,,Radiology Services,0.75,Medium High,GPT,2025-11-26,2025,2025-11
in-761b1a8b3aa91eb0,,data protection strategies,0.75,Medium High,GPT,2025-11-26,2025,2025-11
in-761b1a8b3aa91eb0,,data protection standards,0.75,Medium High,GPT,2025-11-26,2025,2025-11
